update,mean_cost,mean_advantage,policy_loss,entropy_loss,capacity_loss,hinge_loss,spread_loss,contrastive_loss,imitation_loss,total_loss,priority_dropped,economy_dropped,val_rl_cost,best_val_cost
84,18581.875,0.06940087113870666,0.15372735261917114,-11.896552085876465,3.595588182747633e-08,0.10041550546884537,0.04667271301150322,5.12973690032959,3.705049753189087,-2.7609496116638184,0.0,98.125,,12170.175
85,17305.5,-0.2882087420891113,0.4197344183921814,-14.725995063781738,4.795820274239304e-08,0.10393601655960083,0.05921947956085205,2.6034605503082275,3.104156970977783,-8.4354887008667,0.0,105.125,,12170.175
86,12201.125,0.6550824603753593,-0.054997216910123825,-8.00770092010498,2.8502805449193147e-08,0.10226988047361374,0.06956719607114792,5.585572719573975,2.9010000228881836,0.5957112312316895,0.0,68.75,,12170.175
87,13454.375,0.48644780679294236,-0.30955350399017334,-8.864961624145508,3.560133521318676e-08,0.10193085670471191,0.05104118585586548,5.730630874633789,3.2673087120056152,-0.023602962493896484,0.0,78.125,,12170.175
88,15683.125,0.3650661215126155,-0.30218154191970825,-8.124773025512695,3.596758801904798e-08,0.09254765510559082,0.046150095760822296,9.069402694702148,4.250832557678223,5.031978607177734,0.0,75.0,,12170.175
89,17080.875,0.31915557388662963,0.09983471035957336,-9.632631301879883,5.618782239480424e-08,0.09725042432546616,0.0459231361746788,9.415714263916016,2.4827053546905518,2.508796215057373,0.0,82.75,,12170.175
90,16625.75,-0.13477119630772685,0.2804631292819977,-11.930781364440918,5.418971227300062e-08,0.09898803383111954,0.048939481377601624,2.8465328216552734,4.8832550048828125,-3.7726025581359863,0.0,91.875,12246.925,12170.175
91,17624.875,0.12204343412147618,0.1440274715423584,-9.422578811645508,4.97386309916692e-08,0.08908285200595856,0.07087825983762741,8.845911979675293,6.059830188751221,5.787152290344238,0.0,80.625,,12170.175
92,27284.0,-0.6908668868744414,0.5426255464553833,-15.530795097351074,5.470111119620924e-08,0.08983837813138962,0.08276616781949997,4.258676528930664,9.215559959411621,-1.3413286209106445,0.0,116.875,,12170.175
93,15450.375,-0.4140302568235885,1.0793325901031494,-14.538968086242676,4.5303558238174446e-08,0.10142531245946884,0.0633552297949791,6.325573921203613,2.58766508102417,-4.381616592407227,0.0,102.875,,12170.175
94,20840.375,-0.30313770306788634,0.6311506032943726,-13.003348350524902,5.164051231076883e-08,0.09384075552225113,0.04437033087015152,7.025301456451416,3.361560821533203,-1.8471245765686035,0.0,106.0,,12170.175
95,15228.75,-0.31861003015349365,0.7621599435806274,-14.716700553894043,4.519534613223186e-08,0.09797598421573639,0.030168835073709488,1.234122633934021,3.4140875339508057,-9.178186416625977,0.0,105.625,,12170.175
96,19984.75,0.03737592875191659,0.14692147076129913,-12.174468994140625,5.7627470795296176e-08,0.08358483761548996,0.049249328672885895,5.744277000427246,6.704955101013184,0.5545182228088379,0.0,93.0,,12170.175
97,22869.625,-0.553581761491175,0.5197690725326538,-15.695055961608887,6.965984056250818e-08,0.10372377932071686,0.1072140485048294,5.148868560791016,6.778572082519531,-3.0369091033935547,0.0,113.25,,12170.175
98,15219.375,0.3546417721120566,-0.28414732217788696,-10.248379707336426,3.311910390380035e-08,0.10558855533599854,0.06967376917600632,6.227079391479492,2.669285774230957,-1.460899829864502,0.0,85.25,,12170.175
99,17341.375,-0.15714173705811046,0.1403236836194992,-13.031676292419434,5.264634594936979e-08,0.09506677091121674,0.04945719614624977,3.8334460258483887,4.580859661102295,-4.332522869110107,0.0,100.0,,12170.175
100,17890.875,0.22639194866813206,0.03693894296884537,-11.026214599609375,3.6401250014250763e-08,0.0935605838894844,0.04793750122189522,3.0849194526672363,3.8172483444213867,-3.9456100463867188,0.0,92.125,12152.85,12152.85
101,26535.25,-0.5516247896874593,1.4696303606033325,-15.121418952941895,4.736607550626104e-08,0.09452009201049805,0.06793661415576935,6.003060817718506,5.6222920417785645,-1.8639798164367676,0.0,116.875,,12152.85
102,16673.125,-0.011604059422653037,0.18359684944152832,-12.916147232055664,4.184786916994199e-08,0.10050930082798004,0.07722306251525879,5.82697868347168,3.617313861846924,-3.110525131225586,0.0,101.125,,12152.85
103,17379.625,0.04892063497025492,0.14492695033550262,-12.861071586608887,5.709821238042423e-08,0.10153982788324356,0.10386183112859726,3.121483325958252,4.395068168640137,-4.994191646575928,0.0,99.625,,12152.85
104,13388.75,0.4049032696674324,0.23739928007125854,-9.597763061523438,5.243006739874545e-08,0.0971856638789177,0.05324159935116768,7.342369556427002,5.612017631530762,3.744450330734253,0.0,81.375,,12152.85
105,16579.5,-0.4117102898784399,0.5993823409080505,-13.49156665802002,7.28225302282226e-08,0.09621602296829224,0.04726559296250343,2.1158714294433594,4.222951412200928,-6.409879684448242,0.0,104.875,,12152.85
106,12522.625,0.7529034129799796,-0.3942902088165283,-8.274627685546875,5.7488382054771137e-08,0.08733799308538437,0.03208964690566063,12.767650604248047,4.978057861328125,9.196218490600586,0.0,73.375,,12152.85
107,16586.375,0.20981681415195472,0.16025978326797485,-11.118342399597168,4.348308024759717e-08,0.09088734537363052,0.059712834656238556,4.2194013595581055,7.001848220825195,0.41376757621765137,0.0,85.625,,12152.85
108,14733.5,0.672229123100111,-0.5596022605895996,-8.629022598266602,4.048722601623922e-08,0.09366041421890259,0.05258982256054878,12.766928672790527,4.215988636016846,7.940542221069336,0.0,69.75,,12152.85
109,14831.0,0.29789759733501986,-0.11833062767982483,-10.08012580871582,3.673971704643009e-08,0.09811767190694809,0.07137095928192139,5.689092636108398,3.405463933944702,-0.9344110488891602,0.0,80.25,,12152.85
